05735453,FREDERIK,HENDRIK,LEEUWRIK,1,,NL,NETHERLANDS,residence	
08626029,NATSUKO,,NOBUKUNI,3,,JP,JAPAN,residence	
08626029,TAKASHI,,OHNO,2,,JP,JAPAN,residence	
08626029,KEN',ICHI,TAKADA,1,,JP,JAPAN,residence	
08626602,JOHN,R.,MOODY,1,CA,US,,residence	
08631772,TOORU,,YUI,1,,JP,JAPAN,residence	
08631772,KAZUO,,KONDOH,3,,JP,JAPAN,residence	
08631772,TOKUZO,,NAKAGAWA,2,,JP,JAPAN,residence	
08631914,HIROYUKI,,YAMAUCHI,4,,JP,JAPAN,residence	
08631914,AKIRA,,MATSUZAWA,5,,JP,JAPAN,residence	
08631914,HISAKAZU,,KOTANI,3,,JP,JAPAN,residence	
08631914,HIRONORI,,AKAMATSU,2,,JP,JAPAN,residence	
08631914,SHOICHIRO,,TADA,6,,JP,JAPAN,residence	
08631914,TORU,,IWATA,1,,JP,JAPAN,residence	
08633432,SHIGERU,,KIJIMA,4,,JP,JAPAN,residence	
08633432,TAKAHIRO,,KAWAGOE,3,,JP,JAPAN,residence	
08633432,YOSHITOMO,,MASUDA,1,,JP,JAPAN,residence	
08633432,YUKO,,MAEDA,5,,JP,JAPAN,residence	
08633432,YASUSHI,,INOUE,2,,JP,JAPAN,residence	
08634353,DENNIS,A.,KNAUS,1,PA,US,,residence	
08636165,ELIO,F.,GUGLIELMI,1,,CA,CANADA,residence	
08636165,LORNE,D.,MACGREGOR,2,,CA,CANADA,residence	
08643825,PATRICK,,VAN DEN BERGEN,3,,BE,BELGIUM,residence	
08643825,BART,,VERHOEST,2,,BE,BELGIUM,residence	
08643825,BARTHOLOMEUS,,VERLINDEN,1,,BE,BELGIUM,residence	
08645730,DICKIE,R.,BIXLER,1,OK,US,,residence	
08647185,ROGER,C.,HATTON,1,FL,US,,residence	
08649923,THOMAS,F.,STECKEL,1,OH,US,,residence	
08651075,RICHARD,J.,DOMBROWSKI,2,IL,US,,residence	
08651075,BRIAN,C.,MICHALAK,1,IL,US,,residence	
08654732,ERICH,,BECK,4,,DE,GERMANY,residence	
08654732,WOLFGANG,,REICH,2,,DE,GERMANY,residence	
08654732,LUKAS,,HAEUSSLING,3,,DE,GERMANY,residence	
08654732,REINHOLD,,SCHWALM,1,,DE,GERMANY,residence	
08662092,ALAN,J.,BITONTI,1,OH,US,,residence	
08663175,KIYOO,,KATO,3,,JP,JAPAN,residence	
08663175,KIMIO,,IMAIZUMI,2,,JP,JAPAN,residence	
08663175,ITARU,,NATORI,1,,JP,JAPAN,residence	
08665353,KAZUHIKO,,HAYASHI,3,,JP,JAPAN,residence	
08665353,KENJI,,KATORI,2,,JP,JAPAN,residence	
08665353,KIYOSHI,,KAGAWA,5,,JP,JAPAN,residence	
08665353,ATSUKO,,SUZUKI,6,,JP,JAPAN,residence	
08665353,HIROSHI,,KANO,1,,JP,JAPAN,residence	
08665353,AKIHIKO,,OKABE,4,,JP,JAPAN,residence	
08668218,MARTHA,J.,WARNER,1,CT,US,,residence	
08668757,ROGER,,LOK,1,NY,US,,residence	
08668777,GONG,S.,PARK,3,,KR,"KOREA, REPUBLIC OF",residence	
08668777,HUN,G.,PARK,5,,KR,"KOREA, REPUBLIC OF",residence	
08668777,KYEONG,S.,LEE,2,,KR,"KOREA, REPUBLIC OF",residence	
08668777,GIL,Y.,JUNG,1,,KR,"KOREA, REPUBLIC OF",residence	
08668777,BYEONG,D.,KO,4,,KR,"KOREA, REPUBLIC OF",residence	
08669773,DMITRY,,KAPLAN,1,WA,US,,residence	
08669773,CHETAN,,SHARMA,2,WA,US,,residence	
08671008,WILLIAM,N. H.,JOHNSON,1,GB,GB,UNITED KINGDOM,residence	
08673893,VAIKOM,B.,KRISHNAN,2,CA,US,,residence	
08673893,MOHAN,,SANKARAN,1,CA,US,,residence	
08674212,KARL,,JANSSON,1,,AU,AUSTRALIA,residence	
08677073,HELMUT,,KROMMER,2,,DE,GERMANY,residence	
08677073,STEFAN,,WEISS,1,,DE,GERMANY,residence	
08679873,WINGYU,,LEUNG,1,CA,US,,residence	
08686815,KYO,,SUZUKI,1,,JP,JAPAN,residence	
08689031,JAMES,T.,MAERZKE,1,WI,US,,residence	
08694306,IRVIN,R.,BROWN,1,CA,US,,residence	
08694306,TERRY,D.,BROWN,2,CA,US,,residence	
08694306,DAVID,L.,COCHRAN,3,CA,US,,residence	
08694306,HENRY,E.,REINSTEIN,4,CA,US,,residence	
08695821,CRAIG,A.,CAVINS,1,TX,US,,residence	
08695821,HSING-HUANG,,TSENG,2,TX,US,,residence	
08695821,KO-MIN,,CHANG,3,TX,US,,residence	
08697594,SUMIO,,ISHIMATSU,2,,JP,JAPAN,residence	
08697594,KOICHI,,NITTA,1,,JP,JAPAN,residence	
08698291,NANDA,D.,SINHA,1,MA,US,,residence	
08698291,JONATHAN,N.,KREMSKY,2,MA,US,,residence	
08698925,HIROAKI,,NIINO,1,,JP,JAPAN,residence	
08699185,AKIRA,,KATAYAMA,2,,JP,JAPAN,residence	
08699185,MASANORI,,HASUDA,1,,JP,JAPAN,residence	
08699185,TETSURO,,GOTO,4,,JP,JAPAN,residence	
08699185,YUKIO,,UEMURA,3,,JP,JAPAN,residence	
08703660,KOICHI,,MARUYAMA,1,,JP,JAPAN,residence	
08703660,JUNJI,,KAMIKUBO,2,,JP,JAPAN,residence	
08703694,SERGE,,LAMBERT,1,NY,US,,residence	
08710059,TSUNEO,,YAMAZAKI,1,,KR,"KOREA, REPUBLIC OF",residence	
08710059,EUI-YEUL,,PARK,2,,KR,"KOREA, REPUBLIC OF",residence	
08710464,EDWARD,A.,SMALL,2,CA,US,,residence	
08710464,CARMEN,B.,BISCHER,1,CA,US,,residence	
08714257,LEU,S. J.,FREIDA,1,,TW,TAIWAN,residence	
08715113,AMIR,D.,FOROUDI,4,AZ,US,,residence	
08715113,MUKUND,N.,THAPA,1,CA,US,,residence	
08715113,KENNETH,M.,PETERSON,2,AZ,US,,residence	
08715113,YIH,G.,JAN,3,AZ,US,,residence	
08721331,JOHN,A.,COSTIN,1,OH,US,,residence	
08721934,TAKESHI,,NISHIURA,5,,JP,JAPAN,residence	
08721934,TERUAKI,,SHIGETA,3,,JP,JAPAN,residence	
08721934,SHIGERU,,HORII,4,,JP,JAPAN,residence	
08721934,KOJI,,KITAMURA,1,,JP,JAPAN,residence	
08721934,SHOZO,,OSHIO,2,,JP,JAPAN,residence	
08721934,TOMIZO,,MATSUOKA,6,,JP,JAPAN,residence	
08725333,WENN-JEI,,CHEN,1,CA,US,,residence	
08725425,GORDON,O.,ZABLOTNY,1,CA,US,,residence	
08725425,JAMES,W.,HORNER,2,CA,US,,residence	
08727049,JON,D.,CHEEK,3,TX,US,,residence	
08727049,MARK,I.,GARDNER,2,TX,US,,residence	
08727049,DANIEL,,KADOSH,1,TX,US,,residence	
08738011,GERALD,G.,BOUSQUET,1,MA,US,,residence	
08738580,DONALD,R.,BANNON,3,TX,US,,residence	
08738580,THOMAS,J.,WARNAGIRIS,1,TX,US,,residence	
08738580,THOMAS,J.,MINARDO,2,TX,US,,residence	
08740880,DANIEL,L.,COATES,1,OH,US,,residence	
08743844,CHARLES,A.,REED,2,MI,US,,residence	
08743844,TIMOTHY,E.,KASEN,1,MI,US,,residence	
08748735,TAKASHI,,HIRAI,1,,JP,JAPAN,residence	
08752003,DONALD,,BARKER,1,CT,US,,residence	
08752003,JAMES,P.,SEATON,2,NJ,US,,residence	
08754171,DAVID,J.,FRIBERG,1,,CA,CANADA,residence	
08765589,HIROSHI,,GOTOU,1,,JP,JAPAN,residence	
08766773,RICHARD,W.,COPENHAVER,1,TX,US,,residence	
08767015,CHEN-HUA,,YU,4,,TW,TAIWAN,residence	
08767015,CHUNG-LONG,,CHANG,3,,TW,TAIWAN,residence	
08767015,YING-HO,,CHEN,2,,TW,TAIWAN,residence	
08767015,SYUN-MING,,JANG,1,,TW,TAIWAN,residence	
08768262,KENNETH,G.,RICHARDSON,3,CO,US,,residence	
08768262,KEVIN,L.,MILLER,2,CO,US,,residence	
08768262,PAUL,V.,BEGLEY,1,CO,US,,residence	
08768914,EUNG,J.,PARK,1,CA,US,,residence	
08768914,HSI-HSIEN,,HUNG,2,CA,US,,residence	
08769328,JAMES,M.,BUTTS,1,VA,US,,residence	
08772984,YOUNG,J.,LEE,1,,KR,"KOREA, REPUBLIC OF",residence	
08774875,GEUM-SUK,,JOUNG,1,,KR,"KOREA, REPUBLIC OF",residence	
08776000,WILLIAM,J.,PAGE,1,NC,US,,residence	
08776000,RICHARD,D.,KOSKI,2,MI,US,,residence	
08783645,PAUL,V.,CARTER,3,MA,US,,residence	
08783645,MARK,L.,OLSON,2,MA,US,,residence	
08783645,LUTHER,L.,BARBER,1,MA,US,,residence	
08790544,GORDON,J.,BOWRING,2,CA,US,,residence	
08790544,MALCOLM,,MOSHER,1,CA,US,,residence	
08795316,JAMES,F.,BROWN,1,VA,US,,residence	
08796229,KELLY,A.,WATANABE,1,NY,US,,residence	
08796377,GOVINDASAMY,P.,RAJENDRAN,3,DE,US,,residence	
08796377,ELIZABETH,S.,CONNOLLY,1,DE,US,,residence	
08796377,GEORGE,D.,FORSYTHE,2,PA,US,,residence	
08798715,PAMELA,GEHRON,ROBEY,1,MD,US,,residence	
08798715,PAOLO,,BIANCO,2,,IT,ITALY,residence	
08798715,SERGEI,,KUZNETSOV,3,MD,US,,residence	
08798715,DAVID,,ROWE,4,CT,US,,residence	
08798715,PAUL,,KREBSBACH,5,MD,US,,residence	
08804807,THOMAS,W.,ELLISON,1,OH,US,,residence	
08806339,KEVIN,G.,ABELBECK,3,CA,US,,residence	
08806339,PAUL,C.,DICKIE,4,CA,US,,residence	
08806339,PERRY,M.,DIMASCIO,2,MA,US,,residence	
08806339,JAMES,D.,THRASHER,1,MA,US,,residence	
08808398,KOICHI,,NAGAYASU,2,,JP,JAPAN,residence	
08808398,TORU,,KOBAYASHI,3,,JP,JAPAN,residence	
08808398,MASAJI,,NARA,4,,JP,JAPAN,residence	
08808398,ISAMU,,MICHIHATA,1,,JP,JAPAN,residence	
08809564,PAUL,A.,OFFIT,2,PA,US,,residence	
08809564,FRED,H.,CLARK,1,PA,US,,residence	
08809564,TULLY,J.,SPEAKER,4,PA,US,,residence	
08809564,CHARLOTTA,A.,MOSER,3,PA,US,,residence	
08814578,BRADFORD,H.,NEEDHAM,1,OR,US,,residence	
08814591,CHIN-HSIUNG,,CHANG,1,,TW,TAIWAN,residence	
08815214,INGO,E,WOLFE,1,MN,US,,residence	
08817796,ROGER,ANTHONY,STANLEY,1,,NZ,NEW ZEALAND,residence	
08817796,ELIZABETH,EMMA,DOOLIN,3,,NZ,NEW ZEALAND,residence	
08817796,DAWN,MARIE,SCOTT,2,,NZ,NEW ZEALAND,residence	
08818631,STEPHEN,D.,SHOWALTER,6,MD,US,,residence	
08818631,KOUJI,,MATSUSHIMA,1,MD,US,,residence	
08818631,EDWARD,J.,LEONARD,3,MD,US,,residence	
08818631,JOOST,,OPPENHEIM,4,MD,US,,residence	
08818631,ETTORE,,APPELLA,5,MD,US,,residence	
08818631,TEIZO,,YOSHIMURA,2,MD,US,,residence	
08819536,THOMAS,J,DAVIDSON,1,TX,US,,residence	
08820412,MASAYOSHI,,SEKINE,3,,JP,JAPAN,residence	
08820412,SHIGEKI,,OKAUCHI,2,,JP,JAPAN,residence	
08820412,TATSUSHI,,KATAYAMA,4,,JP,JAPAN,residence	
08820412,NOBUO,,FUKUSHIMA,1,,JP,JAPAN,residence	
08821188,KENDALL,W.,PRINCE,1,AZ,US,,residence	
08821188,GORDON,L.,KING,2,AZ,US,,residence	
08821704,FREDERIK,WILHELM,CROUCAMP,1,,ZA,SOUTH AFRICA,residence	
08821704,LIEB,JOHANNES RODOLF,NUNEZ,2,,ZA,SOUTH AFRICA,residence	
08822174,TRENT,,DUDLEY,2,CO,US,,residence	
08822174,NEAL,,GLOVER,3,CO,US,,residence	
08822174,RICHARD,T.,BEHRENS,1,CO,US,,residence	
08829726,MARK,JOHN,MCGRATH,2,,GB,UNITED KINGDOM,residence	
08829726,JONATHAN,MARK,GREENWOOD,1,,GB,UNITED KINGDOM,residence	
08831390,TIMOTHY,R.,ALLEN,1,AR,US,,residence	
08835119,HIROSHI,,TAJIMA,1,,JP,JAPAN,residence	
08840056,LUIGI,,PASCUCCI,1,,IT,ITALY,residence	
08840748,CLYDE,E.,JACKSON,1,GA,US,,residence	
08842160,RONALD,F.,BUCK,1,MI,US,,residence	
08849109,SE,YUP,LEE,1,,KR,"KOREA, REPUBLIC OF",residence	
08850744,HANS-HARALD,,SEDLACEK,1,,DE,GERMANY,residence	
08850744,ROLF,,MUELLER,2,,DE,GERMANY,residence	
08850744,REINHARD,,LUEHRMANN,3,,DE,GERMANY,residence	
08851761,CAMERON,R,MCCLINTOCK,3,CA,US,,residence	
08851761,L.,TODD,COPE,2,CA,US,,residence	
08851761,RICHARD,G,CLIFF,1,CA,US,,residence	
08851761,JOSEPH,,HUANG,6,CA,US,,residence	
08851761,BAHRAM,,AHANIN,7,CA,US,,residence	
08851761,JAMES,A,WATSON,5,CA,US,,residence	
08851761,WILLIAM,,LEONG,4,CA,US,,residence	
08858407,GERARD,J.,HAYES,1,NC,US,,residence	
08858407,ROSS,WARREN,LAMPE,2,NC,US,,residence	
08863274,TATSUO,,NISHIO,4,,JP,JAPAN,residence	
08863274,HIROSHI,,INUKAI,5,,JP,JAPAN,residence	
08863274,HIROYUKI,,SAWADA,1,,JP,JAPAN,residence	
08863274,ETSUZO,,MARUMOTO,2,,JP,JAPAN,residence	
08863274,AKIHITO,,IIDA,3,,JP,JAPAN,residence	
08863420,TATSUO,,KOBAYASHI,1,,JP,JAPAN,residence	
08863858,GREGG,A.,VANDUSSELDORP,1,IN,US,,residence	
08865567,HIROJI,,HANAWA,4,CA,US,,residence	
08865567,PADMANABHAN,,KRISHNARAJ,2,CA,US,,residence	
08865567,TETSUYA,,ISHIKAWA,1,CA,US,,residence	
08865567,KAVEH,,NIAZI,3,CA,US,,residence	
08868308,ARMIN,,GRIGAITIS,1,,CA,CANADA,residence	
08868308,KARL,,BERDAN,2,,CA,CANADA,residence	
08869446,DAVID,,OLSEN,1,OR,US,,residence	
08869446,EDWARD,Z.,CAI,2,OR,,,residence	
08870355,DANIEL,,GUIDOTTI,1,NY,US,,residence	
08870355,KAM,LEUNG,LEE,2,NY,US,,residence	
08871244,THOMAS,J.,FELT,2,CO,US,,residence	
08871244,DENNIS,,HLAVINKA,1,CO,US,,residence	
08876964,RUDIGER,,BAUR,3,,DE,GERMANY,residence	
08876964,HANS,-TOBIAS,MACHOLDT,2,,DE,GERMANY,residence	
08876964,HANS,J.,METZ,1,,DE,GERMANY,residence	
08880292,BRAD,,YANG,1,,TW,TAIWAN,residence	
08881762,RICHARD,E.,ATWOOD,3,CT,US,,residence	
08881762,LEON,P.,JANIK,1,CT,US,,residence	
08881762,MICHAEL,J.,WILLIAMS,2,CT,US,,residence	
08888533,ARAM,,MOORADIAN,1,MA,US,,residence	
08888599,YOSHIKATSU,,SATAKE,3,,JP,JAPAN,residence	
08888599,HIROYUKI,,SATO,2,,JP,JAPAN,residence	
08888599,MICHIHISA,,MIYAHARA,1,,JP,JAPAN,residence	
08895187,TOMOHIRO,,UNO,1,,JP,JAPAN,residence	
08895187,KOHEI,,TATSUMI,2,,JP,JAPAN,residence	
08898070,HIDEYUKI,,OHTA,4,,JP,JAPAN,residence	
08898070,TAKESHI,,YAMAMOTO,3,,JP,JAPAN,residence	
08898070,AKIRA,,AMANO,2,,JP,JAPAN,residence	
08898070,MIHARU,,OGURA,1,,JP,JAPAN,residence	
08900079,ICHIRO,,ANDO,1,,JP,JAPAN,residence	
08902707,RICHARD,L.,WATTERSON,1,NH,US,,residence	
08902707,DAVID,R.,HAGEMEIER,2,MA,US,,residence	
08902707,JAMES,J.,BOSCHUETZ,3,WI,US,,residence	
08907497,KAILASH,C.,VASUDEVA,1,,CA,CANADA,residence	
08908122,TODD,J.,CHRISTIANSON,1,MN,US,,residence	
08908164,MASARU,,NAKAMURA,1,,JP,JAPAN,residence	
08911556,GREGORY,S.,MOWRY,1,MN,US,,residence	
08911779,BIN,,CHUNG,1,NH,US,,residence	
08911779,IVAN,ZLATKO,PODOBNIK,3,NH,US,,residence	
08911779,BRUCE,E.,MACKAY,2,MA,US,,residence	
08913383,MAURICE,,GRANGER,1,,FR,FRANCE,residence	
08914313,CHARLES,HENRY,DUFOUR,2,NH,US,,residence	
08914313,KEVIN,LAUREN,COTE,1,NH,US,,residence	
08914427,HSIE-CHIA,,CHANG,1,,TW,TAIWAN,residence	
08914427,CHUEN-SHEN,BERNARD,SHUNG,2,,TW,TAIWAN,residence	
08914651,ATSUSHI,,HIGASHIURA,1,,JP,JAPAN,residence	
08914651,ISAMU,,KOBAYASHI,2,,JP,JAPAN,residence	
08914651,NAOYUKI,,CHIDA,3,,JP,JAPAN,residence	
08914664,ROBIN,,CHRISTOPHER,6,AL,US,,residence	
08914664,BRIAN,J.,KANE,5,CA,US,,residence	
08914664,MICHAEL,R.,SHIELDS,4,NC,US,,residence	
08914664,MARCUS,K.,PRESSNELL,2,AL,US,,residence	
08914664,MICHAEL,L.,WAALKES,1,AL,US,,residence	
08914664,MARK,T.,SLAGER,3,MI,US,,residence	
08917546,KENICHI,,OMATSU,3,,JP,JAPAN,residence	
08917546,TAKASI,,KONO,2,,JP,JAPAN,residence	
08917546,MASAKI,,FUJIWARA,1,,JP,JAPAN,residence	
08919231,TOMOYASU,,NAKAYABU,1,,JP,JAPAN,residence	
08921741,WEY,LIN,SHIOW MEEI,1,,TW,TAIWAN,residence	
08921817,LUDWIG,,WIERES,1,,DE,GERMANY,residence	
08923385,ANDREAS,,WIESBAUER,1,,AT,AUSTRIA,residence	
08923670,LEE,ALBERT,FELDKAMP,4,MI,US,,residence	
08923670,JOHN,VICTOR,JAMES,1,MI,US,,residence	
08923670,KENNETH,ANDREW,MARKO,3,MI,US,,residence	
08923670,GINTARAS,VINCENT,PUSKORIUS,5,MI,US,,residence	
08923670,TIMOTHY,MARK,FELDKAMP,2,MI,US,,residence	
08926474,YOSHIHIRO,,OHBA,1,,JP,JAPAN,residence	
08926979,MIKIHARU,,KOBAYASHI,1,,JP,JAPAN,residence	
08929004,FRANK,,JUSKEY,3,AZ,US,,residence	
08929004,DOUGLAS,WAYNE,HENDRICKS,2,FL,US,,residence	
08929004,SCOTT,,JOSLIN,1,FL,US,,residence	
08934465,JEFFREY,L,HAUTAMAKI,1,WI,US,,residence	
08937313,PETER,,MAY,2,,DE,GERMANY,residence	
08937313,CHRISTOPH,,HERRMANN,3,,DE,GERMANY,residence	
08937313,YONGGANG,,DU,1,,DE,GERMANY,residence	
08938078,MAKOTO,,INOUE,4,,JP,JAPAN,residence	
08938078,OSAMU,,HANAGATA,2,,JP,JAPAN,residence	
08938078,KOTARO,,SABE,3,,JP,JAPAN,residence	
08938078,NAOHIRO,,FUKUMURA,1,,JP,JAPAN,residence	
08940937,JOO-HEE,,MOON,4,,KR,"KOREA, REPUBLIC OF",residence	
08940937,CHEL-SOO,,PARK,3,,KR,"KOREA, REPUBLIC OF",residence	
08940937,JAE-KYOON,,KIM,2,,KR,"KOREA, REPUBLIC OF",residence	
08940937,SANG-HEE,,LEE,1,,KR,"KOREA, REPUBLIC OF",residence	
08945885,HIROMICHI,,ETO,2,,JP,JAPAN,residence	
08945885,TAKESHI,,KOTSUGAI,3,,JP,JAPAN,residence	
08945885,KAZUHIRO,,IMAI,1,,JP,JAPAN,residence	
08945885,TADASHI,,NARITA,4,,JP,JAPAN,residence	
08955194,CHARLES,A.,WEMPLE,2,ID,US,,residence	
08955194,DAVID,W.,NIGG,1,ID,US,,residence	
08956571,RUTGER,D.,PUTS,4,OH,US,,residence	
08956571,NASER,,POURAHMADY,3,OH,US,,residence	
08956571,PAUL,PETER,NICHOLAS,2,OH,US,,residence	
08956571,JINSONG,,LEE,1,OH,US,,residence	
08961161,GERHARD,RAY,HYLLAND,2,MN,US,,residence	
08961161,CONRAD,F.,FINGERSON,1,MN,US,,residence	
08961161,LAWRENCE,L.,LANGE,3,MN,US,,residence	
08964324,ROY,W.,FORSBERG JR.,1,NH,US,,residence	
08964324,ALAN,M.,ROCK,2,MA,US,,residence	
08964324,ANDREW,H.,NILSSEN,3,MA,US,,residence	
08964324,DENNIS,S.,KALLELIS,4,MA,US,,residence	
08964324,MARK,R.,DUCKWORTH,5,NH,US,,residence	
08966753,KAZUHISA,,TSUNOI,1,,JP,JAPAN,residence	
08968300,NAOSHI,,HIGAKI,1,,JP,JAPAN,residence	
08976519,GEORGES,,MARTINEZ,1,,FR,FRANCE,residence	
08977845,STEPHEN,M.,BRUNELL,2,CA,US,,residence	
08977845,HIRA,V.,THAPLIYAL,3,CA,US,,residence	
08977845,PHILLIP,M.,OLSEN,1,CA,US,,residence	
08977845,PHILIP,E.,EGGERS,4,OH,US,,residence	
08983353,WILTRUD,,KLOSE,4,,DE,GERMANY,residence	
08983353,KARL,,SIGG,5,,DE,GERMANY,residence	
08983353,HARTMUT,,RIEGER,1,,DE,GERMANY,residence	
08983353,HELGA,,HOLZAPFEL,2,,DE,GERMANY,residence	
08983353,HANS-PETER,,OELSCHER,3,,DE,GERMANY,residence	
08983421,WILLIAM,R.,HARWOOD,1,,GB,UNITED KINGDOM,residence	
08986595,ROBERTO,L.,GARCIA,1,,AR,ARGENTINA,residence	
08991172,JEFFREY,T.,TURNER,2,PA,US,,residence	
08991172,PAUL,G.,LINK,1,PA,US,,residence	
08991973,SUNG,CHEON,JUNG,1,,KR,"KOREA, REPUBLIC OF",residence	
08992815,THOMAS,J.,RUNALDUE,2,CA,US,,residence	
08992815,PETER,KA-FAI,CHOW,1,CA,US,,residence	
08995317,ANDREAS,,POTTHAST,1,,DE,GERMANY,residence	
08996677,DAMIAN,M.,LYONS,1,NY,US,,residence	
08997107,JAMES,L.,ROSEN,3,CT,US,,residence	
08997107,ROGER,N.,CASTONGUAY,2,CT,US,,residence	
08997107,DEAN,A.,ROBARGE,1,CT,US,,residence	
08997107,ANDRE,J.,M'SADOQUES,4,CT,US,,residence	
08999180,JOHN,P.,HAUSER,1,PA,US,,residence	
09012535,ZHI-JIE,,NI,1,CA,US,,residence	
09012535,ERIC,,GORDON,3,CA,US,,residence	
09012535,DINESH,,PATEL,2,CA,US,,residence	
09012705,IGNATY,,GUSAKOV,1,NY,US,,residence	
09012705,GEORGE,T.,BAUER,2,NY,US,,residence	
09015106,TERRY,,VANSELOW,1,WA,US,,residence	
09016675,ZULFIQUAR,,SAYEED,3,NJ,US,,residence	
09016675,FARROKH,,ABRISHAMKAR,1,NJ,US,,residence	
09016675,JAEHYEONG,,KIM,2,NJ,US,,residence	
09019480,MILTON,,GOTTLIEB,1,PA,US,,residence	
09019480,LOUIS,J.,DENES,2,PA,US,,residence	
09021523,JOHN,F.,REDMOND,2,CO,US,,residence	
09021523,DANIEL,G.,REDMOND,1,NY,US,,residence	
09021592,LAUREN,R.,BASCH,1,NY,US,,residence	
09021592,MICHAEL,J.,GALLO,2,NY,US,,residence	
09029697,ANDERS,,HEGER,2,,DK,DENMARK,residence	
09029697,CHRISTIAN,,POULSEN,1,,DK,DENMARK,residence	
09029698,PIERRE,ANDRE MARC,CHEVALIER,1,,FR,FRANCE,residence	
09031008,PATRICIA,,PFAEFFLE,1,NJ,US,,residence	
09031999,YVETA,,GERMANO,1,NY,US,,residence	
09035276,GERARD,J.,O'MALLEY,2,PA,US,,residence	
09035276,MARK,G.,PALERMO,1,NJ,US,,residence	
09035664,KAZUMASA,,TAKAI,1,,JP,JAPAN,residence	
09036242,MISEVIC,,DRAGAN,1,,FR,FRANCE,residence	
09036242,PIERRE,,DESBONS,2,,FR,FRANCE,residence	
09039829,CHRISTOPHER,JOHN,STEVENS,1,EN,GB,UNITED KINGDOM,residence	
09041058,PAUL,,KASAI,1,CA,US,,residence	
09041058,CHARLES,GORDON,WADE,2,CA,US,,residence	
09045855,VINCENT,KUO WEI,LEE,1,,,,residence	
09046717,VERNON,P.,BOLLESEN,1,CA,US,,residence	
09046882,GUNNAR,J.,HANSON,1,IL,US,,residence	
09046882,JOHN,S.,BARAN,2,IL,US,,residence	
09050611,STEPHEN,C.,ARNOLD,1,NY,US,,residence	
09056979,JEFFREY,C.,CHO,1,MA,US,,residence	
09059372,PETER,,OTTERSBACH,1,,DE,GERMANY,residence	
09059372,MARTINA,,INHESTER,2,,DE,GERMANY,residence	
09060099,A.,KENT,PORTERFIELD,1,MN,US,,residence	
09064296,HIDENORI,,KAWAI,1,,JP,JAPAN,residence	
09069660,DAVID,WILLIAM,ANDERSON,1,MN,US,,residence	
09071383,JEFFREY,C.,HERBERT,3,PA,US,,residence	
09071383,ROLAND,A.,BECHADE,2,NJ,US,,residence	
09071383,RAZAK,,HOSSAIN,1,NJ,US,,residence	
09071891,NARIHISA,,ITO,2,,JP,JAPAN,residence	
09071891,HIROKAZU,,TATARA,3,,JP,JAPAN,residence	
09071891,YOSHINORI,,NAKATSUGAWA,1,,JP,JAPAN,residence	
09074524,FELIX,,MOSER,2,,CH,SWITZERLAND,residence	
09074524,NIKOLAUS,,ZABLONIER,1,,CH,SWITZERLAND,residence	
09076337,SANDEEP,,KHANNA,3,CA,US,,residence	
09076337,BINDIGANAVALE,S.,NATARAJ,2,CA,US,,residence	
09076337,VARADARAJAN,,SRINIVASAN,1,CA,US,,residence	
09079922,YUKIHARU,,YUSA,4,,JP,JAPAN,residence	
09079922,MASAHIKO,,OKADA,1,,JP,JAPAN,residence	
09079922,NOBUAKI,,HOSHINO,3,,JP,JAPAN,residence	
09079922,TAKASHI,,BAN,2,,JP,JAPAN,residence	
09080073,ROBERT,RICHARD,MURRAY,1,NH,US,,residence	
09080094,STEVEN,M.,ZUNIGA,1,CA,US,,residence	
09080094,HUNG,CHIH,CHEN,2,CA,US,,residence	
09086942,ROBERT,,BELAND,1,,CA,CANADA,residence	
09087657,ABBAS,,KHALEEL,3,KS,US,,residence	
09087657,OLGA,,KOPER,2,KS,US,,residence	
09087657,KENNETH,J.,KLABUNDE,1,KS,US,,residence	
09089501,MASAKO,,SUZUKI,2,,JP,JAPAN,residence	
09089501,TOSHIYUKI,,OTA,3,,JP,JAPAN,residence	
09089501,HIDEKI,,CHIBA,5,,JP,JAPAN,residence	
09089501,HOZUMI,,SATO,4,,JP,JAPAN,residence	
09089501,KAZUAKI,,NIWA,1,,JP,JAPAN,residence	
09089640,JOSEPH,A.,MEGY,1,PA,US,,residence	
09092702,WILLIAM,E.,FILLMORE,3,OH,US,,residence	
09092702,DAVID,C.,KAMP,2,OH,US,,residence	
09092702,JAMES,KENNETH,WALLACE,1,OH,US,,residence	
09092980,GARY,E.,DIX,1,CA,US,,residence	
09092980,JAMES,C.,SHAUG,2,CA,US,,residence	
09094763,RONALD,D.,SHAW,2,CA,US,,residence	
09094763,LEE,A.,SHAW,1,CA,US,,residence	
09095070,SEOK,RO,KIM,1,,KR,"KOREA, REPUBLIC OF",residence	
09098004,SHUNPEI,,YAMAZAKI,1,,JP,JAPAN,residence	
09098004,HIDETO,,OHNUMA,3,,JP,JAPAN,residence	
09098004,HISASHI,,OHTANI,2,,JP,JAPAN,residence	
09100961,YASUNORI,,NISHIJIMA,2,,JP,JAPAN,residence	
09100961,YOSHIHIRO,,ISHIKAWA,1,,JP,JAPAN,residence	
09104443,GENE,CHRISTOPHER,WEBER,1,CA,US,,residence	
09106476,JOHN,PAUL,OLIVER,3,IL,US,,residence	
09106476,JAMES,CLARK,BAKER,1,IL,US,,residence	
09106476,DENISE,CAROL,RIENER,2,IL,US,,residence	
